y, x, f(x)
2.66578,0.980518,2.66578
2.66712,0.981018,2.66712
2.66845,0.981518,2.66845
2.66979,0.982018,2.66979
2.67112,0.982518,2.67112
2.67246,0.983018,2.67246
2.67379,0.983518,2.67379
2.67513,0.984018,2.67513
2.67647,0.984518,2.67647
2.67781,0.985018,2.67781
2.67915,0.985518,2.67915
2.68049,0.986018,2.68049
2.68183,0.986518,2.68183
2.68317,0.987018,2.68317
2.68451,0.987518,2.68451
2.68585,0.988018,2.68585
2.6872,0.988518,2.6872
2.68854,0.989018,2.68854
2.68988,0.989518,2.68988
2.69123,0.990018,2.69123
2.69258,0.990518,2.69258
2.69392,0.991018,2.69392
2.69527,0.991518,2.69527
2.69662,0.992018,2.69662
2.69797,0.992518,2.69797
2.69932,0.993018,2.69932
2.70067,0.993518,2.70067
2.70202,0.994018,2.70202
2.70337,0.994518,2.70337
2.70472,0.995018,2.70472
2.70607,0.995519,2.70607
2.70743,0.996019,2.70743
2.70878,0.996519,2.70878
2.71013,0.997019,2.71013
2.71149,0.997519,2.71149
2.71285,0.998019,2.71285
2.7142,0.998519,2.7142
2.71556,0.999019,2.71556
2.71692,0.999519,2.71692
2.71828,1.00002,2.71828
2.71964,1.00052,2.71964
2.721,1.00102,2.721
2.72236,1.00152,2.72236
2.72372,1.00202,2.72372
2.72508,1.00252,2.72508
2.72644,1.00302,2.72644
2.72781,1.00352,2.72781
2.72917,1.00402,2.72917
2.73054,1.00452,2.73054
2.7319,1.00502,2.7319
2.73327,1.00552,2.73327
2.73464,1.00602,2.73464
2.736,1.00652,2.736
2.73737,1.00702,2.73737
2.73874,1.00752,2.73874
2.74011,1.00802,2.74011
2.74148,1.00852,2.74148
2.74285,1.00902,2.74285
2.74422,1.00952,2.74422
2.7456,1.01002,2.7456
2.74697,1.01052,2.74697
2.74834,1.01102,2.74834
2.74972,1.01152,2.74972
2.75109,1.01202,2.75109
2.75247,1.01252,2.75247
2.75384,1.01302,2.75384
2.75522,1.01352,2.75522
2.7566,1.01402,2.7566
2.75798,1.01452,2.75798
2.75936,1.01502,2.75936
2.76074,1.01552,2.76074
2.76212,1.01602,2.76212
2.7635,1.01652,2.7635
2.76488,1.01702,2.76488
2.76627,1.01752,2.76627
2.76765,1.01802,2.76765
2.76903,1.01852,2.76903
2.77042,1.01902,2.77042
2.7718,1.01952,2.7718
2.77319,1.02002,2.77319
2.77458,1.02052,2.77458
2.77596,1.02102,2.77596
2.77735,1.02152,2.77735
2.77874,1.02202,2.77874
2.78013,1.02252,2.78013
2.78152,1.02302,2.78152
2.78291,1.02352,2.78291
2.7843,1.02402,2.7843
2.7857,1.02452,2.7857
2.78709,1.02502,2.78709
2.78848,1.02552,2.78848
2.78988,1.02602,2.78988
2.79127,1.02652,2.79127
2.79267,1.02702,2.79267
2.79407,1.02752,2.79407
2.79546,1.02802,2.79546
2.79686,1.02852,2.79686
2.79826,1.02902,2.79826
2.79966,1.02952,2.79966
2.80106,1.03002,2.80106
2.80246,1.03052,2.80246
2.80386,1.03102,2.80386
2.80527,1.03152,2.80527
2.80667,1.03202,2.80667
2.80807,1.03252,2.80807
2.80948,1.03302,2.80948
2.81088,1.03352,2.81088
2.81229,1.03402,2.81229
2.81369,1.03452,2.81369
2.8151,1.03502,2.8151
2.81651,1.03552,2.81651
2.81792,1.03602,2.81792
2.81933,1.03652,2.81933
2.82074,1.03702,2.82074
2.82215,1.03752,2.82215
2.82356,1.03802,2.82356
2.82497,1.03852,2.82497
2.82638,1.03902,2.82638
2.8278,1.03952,2.8278
2.82921,1.04002,2.82921
2.83063,1.04052,2.83063
2.83204,1.04102,2.83204
2.83346,1.04152,2.83346
2.83488,1.04202,2.83488
2.83629,1.04252,2.83629
2.83771,1.04302,2.83771
2.83913,1.04352,2.83913
2.84055,1.04402,2.84055
2.84197,1.04452,2.84197
2.84339,1.04502,2.84339
2.84482,1.04552,2.84482
2.84624,1.04602,2.84624
2.84766,1.04652,2.84766
2.84909,1.04702,2.84909
2.85051,1.04752,2.85051
2.85194,1.04802,2.85194
2.85336,1.04852,2.85336
2.85479,1.04902,2.85479
2.85622,1.04952,2.85622
2.85765,1.05002,2.85765
2.85907,1.05052,2.85907
2.8605,1.05102,2.8605
2.86194,1.05151,2.86194
2.86337,1.05201,2.86337
2.8648,1.05251,2.8648
2.86623,1.05301,2.86623
2.86766,1.05351,2.86766
2.8691,1.05401,2.8691
2.87053,1.05451,2.87053
2.87197,1.05501,2.87197
2.8734,1.05551,2.8734
2.87484,1.05601,2.87484
2.87628,1.05651,2.87628
2.87772,1.05701,2.87772
2.87916,1.05751,2.87916
2.8806,1.05801,2.8806
2.88204,1.05851,2.88204
2.88348,1.05901,2.88348
2.88492,1.05951,2.88492
2.88636,1.06001,2.88636
2.88781,1.06051,2.88781
2.88925,1.06101,2.88925
2.8907,1.06151,2.8907
2.89214,1.06201,2.89214
2.89359,1.06251,2.89359
2.89504,1.06301,2.89504
2.89649,1.06351,2.89649
2.89793,1.06401,2.89793
2.89938,1.06451,2.89938
2.90083,1.06501,2.90083
2.90228,1.06551,2.90228
2.90374,1.06601,2.90374
2.90519,1.06651,2.90519
2.90664,1.06701,2.90664
2.90809,1.06751,2.90809
2.90955,1.06801,2.90955
2.911,1.06851,2.911
2.91246,1.06901,2.91246
2.91392,1.06951,2.91392
2.91537,1.07001,2.91537
2.91683,1.07051,2.91683
2.91829,1.07101,2.91829
2.91975,1.07151,2.91975
2.92121,1.07201,2.92121
2.92267,1.07251,2.92267
2.92413,1.07301,2.92413
2.9256,1.07351,2.9256
2.92706,1.07401,2.92706
2.92852,1.07451,2.92852
2.92999,1.07501,2.92999
2.93145,1.07551,2.93145
2.93292,1.07601,2.93292
2.93439,1.07651,2.93439
2.93585,1.07701,2.93585
2.93732,1.07751,2.93732
2.93879,1.07801,2.93879
2.94026,1.07851,2.94026
2.94173,1.07901,2.94173
2.9432,1.07951,2.9432
2.94467,1.08001,2.94467
2.94615,1.08051,2.94615
2.94762,1.08101,2.94762
2.94909,1.08151,2.94909
2.95057,1.08201,2.95057
2.95204,1.08251,2.95204
2.95352,1.08301,2.95352
2.955,1.08351,2.955
2.95648,1.08401,2.95648
2.95795,1.08451,2.95795
2.95943,1.08501,2.95943
2.96091,1.08551,2.96091
2.96239,1.08601,2.96239
2.96388,1.08651,2.96388
2.96536,1.08701,2.96536
2.96684,1.08751,2.96684
2.96833,1.08801,2.96833
2.96981,1.08851,2.96981
2.9713,1.08901,2.9713
2.97278,1.08951,2.97278
2.97427,1.09001,2.97427
2.97576,1.09051,2.97576
2.97724,1.09101,2.97724
2.97873,1.09151,2.97873
2.98022,1.09201,2.98022
2.98171,1.09251,2.98171
2.9832,1.09301,2.9832
2.9847,1.09351,2.9847
2.98619,1.09401,2.98619
2.98768,1.09451,2.98768
2.98918,1.09501,2.98918
2.99067,1.09551,2.99067
2.99217,1.09601,2.99217
2.99366,1.09651,2.99366
2.99516,1.09701,2.99516
2.99666,1.09751,2.99666
2.99816,1.09801,2.99816
2.99966,1.09851,2.99966
3.00116,1.09901,3.00116
3.00266,1.09951,3.00266
3.00416,1.10001,3.00416
3.00566,1.10051,3.00566
3.00717,1.10101,3.00717
3.00867,1.10151,3.00867
3.01017,1.10201,3.01017
3.01168,1.10251,3.01168
3.01319,1.10301,3.01319
3.01469,1.10351,3.01469
3.0162,1.10401,3.0162
3.01771,1.10451,3.01771
3.01922,1.10501,3.01922
3.02073,1.10551,3.02073
3.02224,1.10601,3.02224
3.02375,1.10651,3.02375
3.02526,1.10701,3.02526
3.02678,1.10751,3.02678
3.02829,1.10801,3.02829
3.0298,1.10851,3.0298
3.03132,1.10901,3.03132
3.03284,1.10951,3.03284
3.03435,1.11001,3.03435
3.03587,1.11051,3.03587
3.03739,1.11101,3.03739
3.03891,1.11151,3.03891
3.04043,1.11201,3.04043
3.04195,1.11251,3.04195
3.04347,1.11301,3.04347
3.04499,1.11351,3.04499
3.04651,1.11401,3.04651
3.04804,1.11451,3.04804
3.04956,1.11501,3.04956
3.05109,1.11551,3.05109
3.05261,1.11601,3.05261
3.05414,1.11651,3.05414
3.05567,1.11701,3.05567
3.0572,1.11751,3.0572
3.05872,1.11801,3.05872
3.06025,1.11851,3.06025
3.06178,1.11901,3.06178
3.06332,1.11951,3.06332
3.06485,1.12001,3.06485
3.06638,1.12051,3.06638
3.06791,1.12101,3.06791
3.06945,1.12151,3.06945
3.07098,1.12201,3.07098
3.07252,1.12251,3.07252
3.07406,1.12301,3.07406
3.07559,1.12351,3.07559
3.07713,1.12401,3.07713
3.07867,1.12451,3.07867
3.08021,1.12501,3.08021
3.08175,1.12551,3.08175
3.08329,1.12601,3.08329
3.08483,1.12651,3.08483
3.08638,1.12701,3.08638
3.08792,1.12751,3.08792
3.08947,1.12801,3.08947
3.09101,1.12851,3.09101
3.09256,1.12901,3.09256
3.0941,1.12951,3.0941
3.09565,1.13001,3.09565
3.0972,1.13051,3.0972
3.09875,1.13101,3.09875
3.1003,1.13151,3.1003
3.10185,1.13201,3.10185
3.1034,1.13251,3.1034
3.10495,1.13301,3.10495
3.1065,1.13351,3.1065
3.10806,1.13401,3.10806
3.10961,1.13451,3.10961
3.11117,1.13501,3.11117
3.11272,1.13551,3.11272
3.11428,1.13601,3.11428
3.11584,1.13651,3.11584
3.1174,1.13701,3.1174
3.11895,1.13751,3.11895
3.12051,1.13801,3.12051
3.12208,1.13851,3.12208
3.12364,1.13901,3.12364
3.1252,1.13951,3.1252
3.12676,1.14001,3.12676
3.12833,1.14051,3.12833
3.12989,1.14101,3.12989
3.13146,1.14151,3.13146
3.13302,1.14201,3.13302
3.13459,1.14251,3.13459
3.13616,1.14301,3.13616
3.13772,1.14351,3.13772
3.13929,1.14401,3.13929
3.14086,1.14451,3.14086
3.14243,1.14501,3.14243
3.14401,1.14551,3.14401
3.14558,1.14601,3.14558
3.14715,1.14651,3.14715
3.14873,1.14701,3.14873
3.1503,1.14751,3.1503
3.15188,1.14801,3.15188
3.15345,1.14851,3.15345
3.15503,1.14901,3.15503
3.15661,1.14951,3.15661
3.15819,1.15001,3.15819
3.15977,1.15051,3.15977
3.16135,1.15101,3.16135
3.16293,1.15151,3.16293
3.16451,1.15201,3.16451
3.16609,1.15251,3.16609
3.16768,1.15301,3.16768
3.16926,1.15351,3.16926
3.17084,1.15401,3.17084
3.17243,1.15451,3.17243
3.17402,1.15501,3.17402
3.1756,1.15551,3.1756
3.17719,1.15601,3.17719
3.17878,1.15651,3.17878
3.18037,1.15701,3.18037
3.18196,1.15751,3.18196
3.18355,1.15801,3.18355
3.18515,1.15851,3.18515
3.18674,1.15901,3.18674
3.18833,1.15951,3.18833
3.18993,1.16001,3.18993
3.19152,1.16051,3.19152
3.19312,1.16101,3.19312
3.19471,1.16151,3.19471
3.19631,1.16201,3.19631
3.19791,1.16251,3.19791
3.19951,1.16301,3.19951
3.20111,1.16351,3.20111
3.20271,1.16401,3.20271
3.20431,1.16451,3.20431
3.20592,1.16501,3.20592
3.20752,1.16551,3.20752
3.20912,1.16601,3.20912
3.21073,1.16651,3.21073
3.21233,1.16701,3.21233
3.21394,1.16751,3.21394
3.21555,1.16801,3.21555
3.21716,1.16851,3.21716
3.21877,1.16901,3.21877
3.22038,1.16951,3.22038
3.22199,1.17001,3.22199
3.2236,1.17051,3.2236
3.22521,1.17101,3.22521
3.22682,1.17151,3.22682
3.22844,1.17201,3.22844
3.23005,1.17251,3.23005
3.23167,1.17301,3.23167
3.23328,1.17351,3.23328
3.2349,1.17401,3.2349
3.23652,1.17451,3.23652
3.23814,1.17501,3.23814
3.23976,1.17551,3.23976
3.24138,1.17601,3.24138
3.243,1.17651,3.243
3.24462,1.17701,3.24462
3.24624,1.17751,3.24624
3.24786,1.17801,3.24786
3.24949,1.17851,3.24949
3.25111,1.17901,3.25111
3.25274,1.17951,3.25274
3.25437,1.18001,3.25437
3.25599,1.18051,3.25599
3.25762,1.18101,3.25762
3.25925,1.18151,3.25925
3.26088,1.18201,3.26088
3.26251,1.18251,3.26251
3.26414,1.18301,3.26414
3.26578,1.18351,3.26578
3.26741,1.18401,3.26741
3.26904,1.18451,3.26904
3.27068,1.18501,3.27068
3.27232,1.18551,3.27232
3.27395,1.18601,3.27395
3.27559,1.18651,3.27559
3.27723,1.18701,3.27723
3.27887,1.18751,3.27887
3.28051,1.18801,3.28051
3.28215,1.18851,3.28215
3.28379,1.18901,3.28379
3.28543,1.1895,3.28543
3.28707,1.19,3.28707
3.28872,1.1905,3.28872
3.29036,1.191,3.29036
3.29201,1.1915,3.29201
3.29365,1.192,3.29365
3.2953,1.1925,3.2953
3.29695,1.193,3.29695
3.2986,1.1935,3.2986
3.30025,1.194,3.30025
3.3019,1.1945,3.3019
3.30355,1.195,3.30355
3.3052,1.1955,3.3052
3.30686,1.196,3.30686
3.30851,1.1965,3.30851
3.31016,1.197,3.31016
3.31182,1.1975,3.31182
3.31348,1.198,3.31348
3.31513,1.1985,3.31513
3.31679,1.199,3.31679
3.31845,1.1995,3.31845
3.32011,1.2,3.32011
3.32177,1.2005,3.32177
3.32343,1.201,3.32343
3.32509,1.2015,3.32509
3.32676,1.202,3.32676
3.32842,1.2025,3.32842
3.33009,1.203,3.33009
3.33175,1.2035,3.33175
3.33342,1.204,3.33342
3.33508,1.2045,3.33508
3.33675,1.205,3.33675
3.33842,1.2055,3.33842
3.34009,1.206,3.34009
3.34176,1.2065,3.34176
3.34343,1.207,3.34343
3.3451,1.2075,3.3451
3.34678,1.208,3.34678
3.34845,1.2085,3.34845
3.35013,1.209,3.35013
3.3518,1.2095,3.3518
3.35348,1.21,3.35348
3.35515,1.2105,3.35515
3.35683,1.211,3.35683
3.35851,1.2115,3.35851
3.36019,1.212,3.36019
3.36187,1.2125,3.36187
3.36355,1.213,3.36355
3.36523,1.2135,3.36523
3.36692,1.214,3.36692
3.3686,1.2145,3.3686
3.37029,1.215,3.37029
3.37197,1.2155,3.37197
3.37366,1.216,3.37366
3.37535,1.2165,3.37535
3.37703,1.217,3.37703
3.37872,1.2175,3.37872
3.38041,1.218,3.38041
3.3821,1.2185,3.3821
3.38379,1.219,3.38379
3.38549,1.2195,3.38549
3.38718,1.22,3.38718
3.38887,1.2205,3.38887
3.39057,1.221,3.39057
3.39226,1.2215,3.39226
3.39396,1.222,3.39396
3.39566,1.2225,3.39566
3.39736,1.223,3.39736
3.39906,1.2235,3.39906
3.40076,1.224,3.40076
3.40246,1.2245,3.40246
3.40416,1.225,3.40416
3.40586,1.2255,3.40586
3.40756,1.226,3.40756
3.40927,1.2265,3.40927
3.41097,1.227,3.41097
3.41268,1.2275,3.41268
3.41439,1.228,3.41439
3.41609,1.2285,3.41609
3.4178,1.229,3.4178
3.41951,1.2295,3.41951
3.42122,1.23,3.42122
3.42293,1.2305,3.42293
3.42464,1.231,3.42464
3.42636,1.2315,3.42636
3.42807,1.232,3.42807
3.42979,1.2325,3.42979
3.4315,1.233,3.4315
3.43322,1.2335,3.43322
3.43493,1.234,3.43493
3.43665,1.2345,3.43665
3.43837,1.235,3.43837
3.44009,1.2355,3.44009
3.44181,1.236,3.44181
3.44353,1.2365,3.44353
3.44525,1.237,3.44525
3.44698,1.2375,3.44698
3.4487,1.238,3.4487
3.45043,1.2385,3.45043
3.45215,1.239,3.45215
3.45388,1.2395,3.45388
3.45561,1.24,3.45561
3.45733,1.2405,3.45733
3.45906,1.241,3.45906
3.46079,1.2415,3.46079
3.46252,1.242,3.46252
3.46426,1.2425,3.46426
3.46599,1.243,3.46599
3.46772,1.2435,3.46772
3.46946,1.244,3.46946
3.47119,1.2445,3.47119
3.47293,1.245,3.47293
3.47466,1.2455,3.47466
3.4764,1.246,3.4764
3.47814,1.2465,3.47814
3.47988,1.247,3.47988
3.48162,1.2475,3.48162
3.48336,1.248,3.48336
3.4851,1.2485,3.4851
3.48685,1.249,3.48685
3.48859,1.2495,3.48859
3.49033,1.25,3.49033
3.49208,1.2505,3.49208
3.49383,1.251,3.49383
3.49557,1.2515,3.49557
3.49732,1.252,3.49732
3.49907,1.2525,3.49907
3.50082,1.253,3.50082
3.50257,1.2535,3.50257
3.50432,1.254,3.50432
3.50608,1.2545,3.50608
3.50783,1.255,3.50783
3.50958,1.2555,3.50958
3.51134,1.256,3.51134
3.5131,1.2565,3.5131
3.51485,1.257,3.51485
3.51661,1.2575,3.51661
3.51837,1.258,3.51837
3.52013,1.2585,3.52013
3.52189,1.259,3.52189
3.52365,1.2595,3.52365
3.52541,1.26,3.52541
3.52718,1.2605,3.52718
3.52894,1.261,3.52894
3.53071,1.2615,3.53071
3.53247,1.262,3.53247
3.53424,1.2625,3.53424
3.53601,1.263,3.53601
3.53777,1.2635,3.53777
3.53954,1.264,3.53954
3.54131,1.2645,3.54131
3.54308,1.265,3.54308
3.54486,1.2655,3.54486
3.54663,1.266,3.54663
3.5484,1.2665,3.5484
3.55018,1.267,3.55018
3.55195,1.2675,3.55195
3.55373,1.268,3.55373
3.55551,1.2685,3.55551
3.55729,1.269,3.55729
3.55906,1.2695,3.55906
3.56084,1.27,3.56084
3.56263,1.2705,3.56263
3.56441,1.271,3.56441
3.56619,1.2715,3.56619
3.56797,1.272,3.56797
3.56976,1.2725,3.56976
3.57154,1.273,3.57154
3.57333,1.2735,3.57333
3.57512,1.274,3.57512
3.5769,1.2745,3.5769
3.57869,1.275,3.57869
3.58048,1.2755,3.58048
3.58227,1.276,3.58227
3.58407,1.2765,3.58407
3.58586,1.277,3.58586
3.58765,1.2775,3.58765
3.58945,1.278,3.58945
3.59124,1.2785,3.59124
3.59304,1.279,3.59304
3.59483,1.2795,3.59483
3.59663,1.28,3.59663
3.59843,1.2805,3.59843
3.60023,1.281,3.60023
3.60203,1.2815,3.60203
3.60383,1.282,3.60383
3.60563,1.2825,3.60563
3.60744,1.283,3.60744
3.60924,1.2835,3.60924
3.61105,1.284,3.61105
3.61285,1.2845,3.61285
3.61466,1.285,3.61466
3.61647,1.2855,3.61647
3.61828,1.286,3.61828
3.62009,1.2865,3.62009
3.6219,1.287,3.6219
3.62371,1.2875,3.62371
3.62552,1.288,3.62552
3.62733,1.2885,3.62733
3.62915,1.289,3.62915
3.63096,1.2895,3.63096
3.63278,1.29,3.63278
3.6346,1.2905,3.6346
3.63641,1.291,3.63641
3.63823,1.2915,3.63823
3.64005,1.292,3.64005
3.64187,1.2925,3.64187
3.64369,1.293,3.64369
3.64552,1.2935,3.64552
3.64734,1.294,3.64734
3.64916,1.2945,3.64916
3.65099,1.295,3.65099
3.65281,1.2955,3.65281
3.65464,1.296,3.65464
3.65647,1.2965,3.65647
3.6583,1.297,3.6583
3.66013,1.2975,3.66013
3.66196,1.298,3.66196
3.66379,1.2985,3.66379
3.66562,1.299,3.66562
3.66745,1.2995,3.66745
3.66929,1.3,3.66929
3.67112,1.3005,3.67112
3.67296,1.301,3.67296
3.6748,1.3015,3.6748
3.67663,1.302,3.67663
3.67847,1.3025,3.67847
3.68031,1.303,3.68031
3.68215,1.3035,3.68215
3.68399,1.304,3.68399
3.68584,1.3045,3.68584
3.68768,1.305,3.68768
3.68953,1.3055,3.68953
3.69137,1.306,3.69137
3.69322,1.3065,3.69322
3.69506,1.307,3.69506
3.69691,1.3075,3.69691
3.69876,1.308,3.69876
3.70061,1.3085,3.70061
3.70246,1.309,3.70246
3.70431,1.3095,3.70431
3.70617,1.31,3.70617
3.70802,1.3105,3.70802
3.70987,1.311,3.70987
3.71173,1.3115,3.71173
3.71358,1.312,3.71358
3.71544,1.3125,3.71544
3.7173,1.313,3.7173
3.71916,1.3135,3.71916
3.72102,1.314,3.72102
3.72288,1.3145,3.72288
3.72474,1.315,3.72474
3.72661,1.3155,3.72661
3.72847,1.316,3.72847
3.73033,1.3165,3.73033
3.7322,1.317,3.7322
3.73407,1.3175,3.73407
3.73593,1.318,3.73593
3.7378,1.3185,3.7378
3.73967,1.319,3.73967
3.74154,1.3195,3.74154
3.74341,1.32,3.74341
3.74529,1.3205,3.74529
3.74716,1.321,3.74716
3.74903,1.3215,3.74903
3.75091,1.322,3.75091
3.75278,1.3225,3.75278
3.75466,1.323,3.75466
3.75654,1.3235,3.75654
3.75842,1.324,3.75842
3.7603,1.3245,3.7603
3.76218,1.325,3.76218
3.76406,1.3255,3.76406
3.76594,1.326,3.76594
3.76782,1.3265,3.76782
3.76971,1.327,3.76971
3.77159,1.32749,3.77159
3.77348,1.32799,3.77348
3.77537,1.32849,3.77537
3.77726,1.32899,3.77726
3.77915,1.32949,3.77915
3.78103,1.32999,3.78103
3.78293,1.33049,3.78293
3.78482,1.33099,3.78482
3.78671,1.33149,3.78671
3.7886,1.33199,3.7886
3.7905,1.33249,3.7905
3.79239,1.33299,3.79239
3.79429,1.33349,3.79429
3.79619,1.33399,3.79619
3.79809,1.33449,3.79809
3.79999,1.33499,3.79999
3.80189,1.33549,3.80189
3.80379,1.33599,3.80379
3.80569,1.33649,3.80569
3.80759,1.33699,3.80759
3.8095,1.33749,3.8095
3.8114,1.33799,3.8114
3.81331,1.33849,3.81331
3.81522,1.33899,3.81522
3.81713,1.33949,3.81713
3.81903,1.33999,3.81903
3.82094,1.34049,3.82094
3.82285,1.34099,3.82285
3.82477,1.34149,3.82477
3.82668,1.34199,3.82668
3.82859,1.34249,3.82859
3.83051,1.34299,3.83051
3.83242,1.34349,3.83242
3.83434,1.34399,3.83434
3.83626,1.34449,3.83626
3.83818,1.34499,3.83818
3.8401,1.34549,3.8401
3.84202,1.34599,3.84202
3.84394,1.34649,3.84394
3.84586,1.34699,3.84586
3.84778,1.34749,3.84778
3.84971,1.34799,3.84971
3.85163,1.34849,3.85163
3.85356,1.34899,3.85356
3.85549,1.34949,3.85549
3.85742,1.34999,3.85742
3.85934,1.35049,3.85934
3.86127,1.35099,3.86127
3.86321,1.35149,3.86321
3.86514,1.35199,3.86514
3.86707,1.35249,3.86707
3.86901,1.35299,3.86901
3.87094,1.35349,3.87094
3.87288,1.35399,3.87288
3.87481,1.35449,3.87481
3.87675,1.35499,3.87675
3.87869,1.35549,3.87869
3.88063,1.35599,3.88063
3.88257,1.35649,3.88257
3.88451,1.35699,3.88451
3.88645,1.35749,3.88645
3.8884,1.35799,3.8884
3.89034,1.35849,3.89034
3.89229,1.35899,3.89229
3.89424,1.35949,3.89424
3.89618,1.35999,3.89618
3.89813,1.36049,3.89813
3.90008,1.36099,3.90008
3.90203,1.36149,3.90203
3.90398,1.36199,3.90398
3.90594,1.36249,3.90594
3.90789,1.36299,3.90789
3.90984,1.36349,3.90984
3.9118,1.36399,3.9118
3.91376,1.36449,3.91376
3.91571,1.36499,3.91571
3.91767,1.36549,3.91767
3.91963,1.36599,3.91963
3.92159,1.36649,3.92159
3.92355,1.36699,3.92355
3.92551,1.36749,3.92551
3.92748,1.36799,3.92748
3.92944,1.36849,3.92944
3.93141,1.36899,3.93141
3.93337,1.36949,3.93337
3.93534,1.36999,3.93534
3.93731,1.37049,3.93731
3.93928,1.37099,3.93928
3.94125,1.37149,3.94125
3.94322,1.37199,3.94322
3.94519,1.37249,3.94519
3.94716,1.37299,3.94716
3.94914,1.37349,3.94914
3.95111,1.37399,3.95111
3.95309,1.37449,3.95309
3.95507,1.37499,3.95507
3.95704,1.37549,3.95704
3.95902,1.37599,3.95902
3.961,1.37649,3.961
3.96298,1.37699,3.96298
3.96497,1.37749,3.96497
3.96695,1.37799,3.96695
3.96893,1.37849,3.96893
3.97092,1.37899,3.97092
3.9729,1.37949,3.9729
3.97489,1.37999,3.97489
3.97688,1.38049,3.97688
3.97887,1.38099,3.97887
3.98086,1.38149,3.98086
3.98285,1.38199,3.98285
3.98484,1.38249,3.98484
3.98683,1.38299,3.98683
3.98883,1.38349,3.98883
3.99082,1.38399,3.99082
3.99282,1.38449,3.99282
3.99482,1.38499,3.99482
3.99681,1.38549,3.99681
3.99881,1.38599,3.99881
4.00081,1.38649,4.00081
4.00281,1.38699,4.00281
4.00481,1.38749,4.00481
4.00682,1.38799,4.00682
4.00882,1.38849,4.00882
4.01083,1.38899,4.01083
4.01283,1.38949,4.01283
4.01484,1.38999,4.01484
4.01685,1.39049,4.01685
4.01886,1.39099,4.01886
4.02087,1.39149,4.02087
4.02288,1.39199,4.02288
4.02489,1.39249,4.02489
4.0269,1.39299,4.0269
4.02892,1.39349,4.02892
4.03093,1.39399,4.03093
4.03295,1.39449,4.03295
4.03496,1.39499,4.03496
4.03698,1.39549,4.03698
4.039,1.39599,4.039
4.04102,1.39649,4.04102
4.04304,1.39699,4.04304
4.04506,1.39749,4.04506
4.04709,1.39799,4.04709
4.04911,1.39849,4.04911
4.05114,1.39899,4.05114
4.05316,1.39949,4.05316
4.05519,1.39999,4.05519
4.05722,1.40049,4.05722
4.05925,1.40099,4.05925
4.06128,1.40149,4.06128
4.06331,1.40199,4.06331
4.06534,1.40249,4.06534
4.06737,1.40299,4.06737
4.06941,1.40349,4.06941
4.07144,1.40399,4.07144
4.07348,1.40449,4.07348
4.07552,1.40499,4.07552
4.07755,1.40549,4.07755
4.07959,1.40599,4.07959
4.08163,1.40649,4.08163
4.08367,1.40699,4.08367
4.08572,1.40749,4.08572
4.08776,1.40799,4.08776
4.0898,1.40849,4.0898
4.09185,1.40899,4.09185
4.0939,1.40949,4.0939
4.09594,1.40999,4.09594
4.09799,1.41049,4.09799
4.10004,1.41099,4.10004
4.10209,1.41149,4.10209
4.10414,1.41199,4.10414
4.1062,1.41249,4.1062
4.10825,1.41299,4.10825
4.11031,1.41349,4.11031
4.11236,1.41399,4.11236
4.11442,1.41449,4.11442
4.11648,1.41499,4.11648
4.11853,1.41549,4.11853
4.12059,1.41599,4.12059
4.12265,1.41649,4.12265
4.12472,1.41699,4.12472
4.12678,1.41749,4.12678
4.12884,1.41799,4.12884
4.13091,1.41849,4.13091
4.13297,1.41899,4.13297
4.13504,1.41949,4.13504
4.13711,1.41999,4.13711
4.13918,1.42049,4.13918
4.14125,1.42099,4.14125
4.14332,1.42149,4.14332
4.14539,1.42199,4.14539
4.14746,1.42249,4.14746
4.14954,1.42299,4.14954
4.15161,1.42349,4.15161
4.15369,1.42399,4.15369
4.15577,1.42449,4.15577
4.15785,1.42499,4.15785
4.15993,1.42549,4.15993
4.16201,1.42599,4.16201
4.16409,1.42649,4.16409
4.16617,1.42699,4.16617
4.16825,1.42749,4.16825
4.17034,1.42799,4.17034
4.17242,1.42849,4.17242
4.17451,1.42899,4.17451
4.1766,1.42949,4.1766
4.17869,1.42999,4.17869
4.18078,1.43049,4.18078
4.18287,1.43099,4.18287
4.18496,1.43149,4.18496
4.18705,1.43199,4.18705
4.18915,1.43249,4.18915
4.19124,1.43299,4.19124
4.19334,1.43349,4.19334
4.19544,1.43399,4.19544
4.19753,1.43449,4.19753
4.19963,1.43499,4.19963
4.20173,1.43549,4.20173
4.20384,1.43599,4.20384
4.20594,1.43649,4.20594
4.20804,1.43699,4.20804
4.21015,1.43749,4.21015
4.21225,1.43799,4.21225
4.21436,1.43849,4.21436
4.21647,1.43899,4.21647
4.21857,1.43949,4.21857
4.22068,1.43999,4.22068
4.2228,1.44049,4.2228
4.22491,1.44099,4.22491
4.22702,1.44149,4.22702
4.22913,1.44199,4.22913
4.23125,1.44249,4.23125
4.23337,1.44299,4.23337
4.23548,1.44349,4.23548
4.2376,1.44399,4.2376
4.23972,1.44449,4.23972
4.24184,1.44499,4.24184
4.24396,1.44549,4.24396
4.24608,1.44599,4.24608
4.24821,1.44649,4.24821
4.25033,1.44699,4.25033
4.25246,1.44749,4.25246
4.25459,1.44799,4.25459
4.25671,1.44849,4.25671
4.25884,1.44899,4.25884
4.26097,1.44949,4.26097
4.2631,1.44999,4.2631
4.26523,1.45049,4.26523
4.26737,1.45099,4.26737
