for S =1 :
y, x, f(x)
8.40325,7.33007,1.01
8.41335,7.34007,1.01
8.42345,7.35007,1.01
8.43355,7.36007,1.01
8.44365,7.37007,1.01
8.45375,7.38007,1.01
8.46385,7.39007,1.01
8.47395,7.40007,1.01
8.48405,7.41007,1.01
8.49415,7.42007,1.01
8.50425,7.43008,1.01
8.51435,7.44008,1.01
8.52445,7.45008,1.01
8.53455,7.46008,1.01
8.54465,7.47008,1.01
8.55475,7.48008,1.01
8.56485,7.49008,1.01
8.57495,7.50008,1.01
8.58506,7.51008,1.01
8.59516,7.52008,1.01
8.60526,7.53008,1.01
8.61536,7.54008,1.01
8.62546,7.55008,1.01
8.63556,7.56008,1.01
8.64566,7.57008,1.01
8.65576,7.58008,1.01
8.66586,7.59008,1.01
8.67596,7.60008,1.01
8.68606,7.61008,1.01
8.69616,7.62008,1.01
8.70626,7.63008,1.01
8.71636,7.64008,1.01
8.72646,7.65008,1.01
8.73656,7.66008,1.01
8.74666,7.67008,1.01
8.75676,7.68008,1.01
8.76686,7.69008,1.01
8.77696,7.70008,1.01
8.78706,7.71008,1.01
8.79716,7.72008,1.01
8.80726,7.73008,1.01
8.81736,7.74008,1.01
8.82746,7.75008,1.01
8.83756,7.76008,1.01
8.84766,7.77008,1.01
8.85777,7.78008,1.01
8.86787,7.79008,1.01
8.87797,7.80008,1.01
8.88807,7.81008,1.01
8.89817,7.82008,1.01
8.90827,7.83008,1.01
8.91837,7.84008,1.01
8.92847,7.85008,1.01
8.93857,7.86009,1.01
8.94867,7.87009,1.01
8.95877,7.88009,1.01
8.96887,7.89009,1.01
8.97897,7.90009,1.01
8.98907,7.91009,1.01
8.99917,7.92009,1.01
9.00927,7.93009,1.01
9.01937,7.94009,1.01
9.02947,7.95009,1.01
9.03957,7.96009,1.01
9.04967,7.97009,1.01
9.05977,7.98009,1.01
9.06987,7.99009,1.01
9.07997,8.00009,1.01
9.09007,8.01009,1.01
9.10017,8.02009,1.01
9.11027,8.03009,1.01
9.12037,8.04009,1.01
9.13048,8.05009,1.01
9.14058,8.06009,1.01
9.15068,8.07009,1.01
9.16078,8.08009,1.01
9.17088,8.09009,1.01
9.18098,8.10009,1.01
9.19108,8.11009,1.01
9.20118,8.12009,1.01
9.21128,8.13009,1.01
9.22138,8.14009,1.01
9.23148,8.15009,1.01
9.24158,8.16009,1.01
9.25168,8.17009,1.01
9.26178,8.18009,1.01
9.27188,8.19009,1.01
9.28198,8.20009,1.01
9.29208,8.21009,1.01
9.30218,8.22009,1.01
9.31228,8.23009,1.01
9.32238,8.24009,1.01
9.33248,8.25009,1.01
9.34258,8.26009,1.01
9.35268,8.27009,1.01
9.36278,8.28009,1.01
9.37288,8.29009,1.01
9.38298,8.30009,1.01
9.39308,8.31009,1.01
9.40318,8.3201,1.01
9.41329,8.3301,1.01
9.42339,8.3401,1.01
9.43349,8.3501,1.01
9.44359,8.3601,1.01
9.45369,8.3701,1.01
9.46379,8.3801,1.01
9.47389,8.3901,1.01
9.48399,8.4001,1.01
9.49409,8.4101,1.01
9.50419,8.4201,1.01
9.51429,8.4301,1.01
9.52439,8.4401,1.01
9.53449,8.4501,1.01
9.54459,8.4601,1.01
9.55469,8.4701,1.01
9.56479,8.4801,1.01
9.57489,8.4901,1.01
9.58499,8.5001,1.01
9.59509,8.5101,1.01
9.60519,8.5201,1.01
9.61529,8.5301,1.01
9.62539,8.5401,1.01
9.63549,8.5501,1.01
9.64559,8.5601,1.01
9.65569,8.5701,1.01
9.66579,8.5801,1.01
9.67589,8.5901,1.01
9.686,8.6001,1.01
9.6961,8.6101,1.01
9.7062,8.6201,1.01
9.7163,8.6301,1.01
9.7264,8.6401,1.01
9.7365,8.6501,1.01
9.7466,8.6601,1.01
9.7567,8.6701,1.01
9.7668,8.6801,1.01
9.7769,8.6901,1.01
9.787,8.7001,1.01
9.7971,8.7101,1.01
9.8072,8.7201,1.01
9.8173,8.7301,1.01
9.8274,8.7401,1.01
9.8375,8.7501,1.01
9.8476,8.76011,1.01
9.8577,8.77011,1.01
9.8678,8.78011,1.01
9.8779,8.79011,1.01
9.888,8.80011,1.01
9.8981,8.81011,1.01
9.9082,8.82011,1.01
9.9183,8.83011,1.01
9.9284,8.84011,1.01
9.9385,8.85011,1.01
9.9486,8.86011,1.01
9.9587,8.87011,1.01
9.96881,8.88011,1.01
9.97891,8.89011,1.01
9.98901,8.90011,1.01
9.99911,8.91011,1.01
10.0092,8.92011,1.01
10.0193,8.93011,1.01
10.0294,8.94011,1.01
10.0395,8.95011,1.01
10.0496,8.96011,1.01
10.0597,8.97011,1.01
10.0698,8.98011,1.01
10.0799,8.99011,1.01
10.09,9.00011,1.01
10.1001,9.01011,1.01
10.1102,9.02011,1.01
